Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2022-12-13 12:00:51,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7008400341012529152,"Hi friends, I am excited to announce our partnership with Ubiquity University, a global avant-garde university designed to create social impact through a whole new kind of education for a whole new kind of world.""
""""
""Join us this Wednesday Dec 14 for an inspiring conversation to find out how holistic rapid self-transformation can be the optimal way to improve the quality of your life across all aspects at once.""
""""
""This talk is part of Humanity Rising, Ubiquity’s global conversation among over 1,200 presenters, 500 participating organizations, and tens of thousands of changemakers from all over the world collaborating as Humanity looks to rise up and embrace our highest potential.""
""""
""Day/Time: Wednesday, Dec 14, 8:00 - 9:30am PT / 5:00 - 6:30pm CET""
""YouTube Livestream: https://lnkd.in/gRDEXUzC""
""Humanity Rising Livestream: https://lnkd.in/gbbuMtSt""
""Cannot make it to the Livestream? A recording of this webinar can be found on the UbiVerse: https://lnkd.in/gBSV3_9h ""
""""
""Together we can chart a course for our present and future!""
""""
""#university #transformation #socialimpact #integral #education","","",MEMBER_NETWORK
2022-08-22 23:42:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6967627040296423425,"Hi dear friends!""
""""
""Join Karime Kuri Tiscareño and I for a Virtual Retreat On Aug 27-28 to Overcome Blocks + Quantum Leap your Awareness organized by Rabbit Whole, our accelerator of holistic self-transformation (www.therabbitwhole.org)""
""""
""What if this weekend was enough to completely shift your perspective into another layer of living?""
""""
""Join us for as little as 1$: https://lnkd.in/eyKpEVUm""
""""
""Our Live channeled event is happening August 27-28 at 18:00 Amsterdam time (9am PST) and we’d love to have you! The retreat will be available as a recording for the following 7 days so you can do it anytime ""
""""
""We have carefully designed a retreat to assist you to heal and transcend whatever is blocking you from fully expressing and growing, and then radically shift your perspective of yourself and of reality.""
""""
""We know it can feel frustrating to go to healing sessions over and over and still feel you’re barely making progress. We have gone through this ourselves, until we learned the truth.""
""""
""We were trying to fix our persona, which is just a mask, a false identity instead of doing the self-healing work from deeper layers of consciousness.""
""""
""Which allowed us to finally master the keys to instantly access true transformation on the go.""
""""
""For the entire experience, you can choose how much you feel called to contribute from $1 to $88. We promise you if you show up and follow the simple guidance, it will serve you in great ways.""
""""
""Especially if you are experiencing…""
""- Feeling blocked, stuck, or limited in some way""
""- Negative thought loops ""
""- Self sabotage""
""- Fear, self-doubt, or imposter syndrome""
""- Conflicts with partner and in relationships""
""""
""We have news! You can quantum leap into…""
""""
""- Sky rocketing into higher states of consciousness""
""- Actually experiencing your flow state""
""- A more self-aware, sharper and wise version of yourself""
""- Rejuvenated energy and vitality""
""""
""This is what some of our community members have experienced…""
""""
""“This experience was a shot of life” - Alejandra""
""“Coming together collectively and focusing our energies was powerful.. I realized I am not alone.” - Suzette""
""“Eyes closed. Breathwork. I follow Karime's gentle guidance to the unknown. I feel completely safe, I go with the light dispersing from inside out and connect to something far above me” - Alex""
""“I have been living in anticipation of an important upcoming event. Today, you helped me to return to the state of here and now.” - Anna""
""""
""ABOUT THE RETREAT""
""""
""90 minute LIVE advanced training and activation each day""
""""
""Starting time: 18:00 Amsterdam time (9am PST, 12am EST) or use this converter to find your time zone""
""""
""Day 1 - Recoding your subconscious into freedom""
""""
""Day 2 - Perspective shift by radically expanding your awareness""
""""
""Are you in? REGISTER HERE: https://lnkd.in/eyKpEVUm""
""""
""We believe it is a great gift to share transformative experiences with loved ones. Please share this invite with as many people as you feel moved to! ""
""""
""Much Love and Light,""
""Karime & Sasha""
""#consciousness #meditation","","",MEMBER_NETWORK
2022-08-14 12:23:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6964557162358439936,"Hi dear friends! Karime Kuri Tiscareño and I felt called to open to public TODAY's guided meditation experience to deepen into presence that is usually just for www.therabbitwhole.org community members.""
""""
""We will start with a short breathwork journey to quiet our minds and open our hearts, and then will guide a meditative experience on the nature of awareness to deepen into presence, and experience non-duality also referred to as the flow state.""
""""
""Time: TODAY Sunday August 14 at 19:00 Amsterdam time (10am PST / 13:00 EST / 20:00 Moscow time)""
""""
""Please allow 1 hour of uninterrupted time and if you wish decorate your space with a lit up candle, or an incense.""
"" ""
""🔗 https://lnkd.in/eZYBDVKF""
""""
""See you later today""
""""
""#meditation #rabbitwhole #awareness #presence","","",MEMBER_NETWORK
2020-06-10 18:42:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6676554009681248256,"We finally launched :) Please like, share, try, propose ideas and constructive feedback 🤗""
""""
""https://lnkd.in/gA6zY9i","","",MEMBER_NETWORK
2018-09-12 04:49:49,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6445503513211609088,"Will be at #MWC2018 in Los Angeles Wednesday and Thursday. Excited to reconnect and meet new people, let's catch up!","","",MEMBER_NETWORK
2018-03-29 21:06:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6385230559953719296,"A game-changing telecommunications project was just launched in Mexico. Happy to have had the chance to set the stage for ""Red Compartida"" as part of the Mexican government and now see it coming to fruition, impacting the market and touching many lives. Cheers to FERNANDO CARRILLO Ricardo Castañeda Karime Kuri Tiscareño Miguel Guevara Inés Martínez Nimbe Ewald Ante Salcedo Mony de Swaan Mario Fromow Juan Ludlow Saldivar, the rest of the team, and of course to the mastermind that does not use LinkedIn ;)",https://www.economist.com/news/business/21739763-idea-nationalised-5g-networks-spreading-mexico-switches-its-government-run,"",MEMBER_NETWORK
2016-05-19 00:03:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6138851232170729472,On big data and image recognition: Face recognition app taking Russia by storm may bring end to public anonymity http://gu.com/p/4j6at/stw,http://gu.com/p/4j6at/stw,"",MEMBER_NETWORK
2015-04-07 03:07:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5991043274545127424,Can anyone please connect me with anyone at Internet.org? Thanks!,"","",MEMBER_NETWORK
2012-05-24 17:13:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1149849652,16 Heatmaps That Reveal Exactly Where People Look http://t.co/EH1SwVbm,"","",MEMBER_NETWORK
2012-05-15 16:04:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1121975329,Case Interview Secrets: A Former McKinsey Interviewer Reveals How to Get Multi... http://t.co/ywa7D4Fx,"","",MEMBER_NETWORK
2012-05-10 15:41:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1108802855,State of the Internet 2012 [Infographic] http://t.co/6ztkXann,"","",MEMBER_NETWORK
2012-05-03 17:42:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1090039514,interesting,"","",MEMBER_NETWORK
2012-04-19 03:47:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A1051287616,"At the ITU conference ""Connect Americas 2012"" in Mexico City!","","",MEMBER_NETWORK
2012-01-08 08:45:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A805403749,"Тетя попросила здоровенного омоновца сфотографировать ее на фоне казанского, смотрелось очень классно, не успел сфоткать :)","","",MEMBER_NETWORK
2011-12-13 07:32:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A756328623,Winner of the biggest business-case competition in Russia!!,"","",MEMBER_NETWORK
2010-07-05 18:24:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A63261323,I see more and more mobile-zombies  blindly staring at their mobile screen while walking on the streets. Including me...,"","",MEMBER_NETWORK
2010-06-28 16:49:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A58540477,What is the future of telecommunications? What would you suggest should happen? How to create new business models of it?,"","",MEMBER_NETWORK
2010-06-17 08:27:57,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A51097937,"Breakthrough in personal time-management and efficiency - we moved to ""open space"" office :)","","",MEMBER_NETWORK
2008-12-03 22:29:16,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A584-648284,"looking for JCs in Delhi, India""
""""
""Hello, ""
""""
""I am a member of JCI St Petersburg and I moved to Delhi to work. I am trying to contact anybody from Delhi, but can't find any information on the net, they seem to have problems with the website. Can anybody help me out?""
""""
""Thanks!""
""""
""Alexander","","",MEMBER_NETWORK
